Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - BarracksTower Placeholder
appliedenergistics2:facade:0, Cable Facade - Waypoint placeholder
appliedenergistics2:facade:0, Cable Facade - Midnight Grass
appliedenergistics2:facade:0, Cable Facade - Midnight Dirt
appliedenergistics2:facade:0, Cable Facade - Midnight Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Midnight Mycelium
appliedenergistics2:facade:0, Cable Facade - Shadowroot Log
appliedenergistics2:facade:0, Cable Facade - Shadowroot Leaves
appliedenergistics2:facade:0, Cable Facade - Dead Wood Log
appliedenergistics2:facade:0, Cable Facade - Dark Willow Log
appliedenergistics2:facade:0, Cable Facade - Dark Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Nightshroom Stem
appliedenergistics2:facade:0, Cable Facade - Nightshroom Cap
appliedenergistics2:facade:0, Cable Facade - Dewshroom Stem
appliedenergistics2:facade:0, Cable Facade - Dewshroom Cap
appliedenergistics2:facade:0, Cable Facade - Viridshroom Stem
appliedenergistics2:facade:0, Cable Facade - Viridshroom Cap
appliedenergistics2:facade:0, Cable Facade - Glob Fungus Stem
appliedenergistics2:facade:0, Cable Facade - Glob Fungus Cap
appliedenergistics2:facade:0, Cable Facade - Rockshroom
appliedenergistics2:facade:0, Cable Facade - Bogshroom Stem
appliedenergistics2:facade:0, Cable Facade - Bogshroom Cap
appliedenergistics2:facade:0, Cable Facade - Deceitful Mud
appliedenergistics2:facade:0, Cable Facade - Deceitful Peat
appliedenergistics2:facade:0, Cable Facade - Nightstone
appliedenergistics2:facade:0, Cable Facade - Trenchstone
appliedenergistics2:facade:0, Cable Facade - Bloomcrystal Rock
appliedenergistics2:facade:0, Cable Facade - Rouxe Rock
appliedenergistics2:facade:0, Cable Facade - Miasma Surface
appliedenergistics2:facade:0, Cable Facade - Dark Pearl Ore
appliedenergistics2:facade:0, Cable Facade - Tenebrum Ore
appliedenergistics2:facade:0, Cable Facade - Nagrilite Ore
appliedenergistics2:facade:0, Cable Facade - Ebonite Ore
appliedenergistics2:facade:0, Cable Facade - Archaic Ore
appliedenergistics2:facade:0, Cable Facade - Nightstone Bricks
appliedenergistics2:facade:0, Cable Facade - Trenchstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Nightstone Bricks
appliedenergistics2:facade:0, Cable Facade - Rockshroom Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Pearl Block
appliedenergistics2:facade:0, Cable Facade - Tenebrum Block
appliedenergistics2:facade:0, Cable Facade - Nagrilite Block
appliedenergistics2:facade:0, Cable Facade - Ebonite Block
appliedenergistics2:facade:0, Cable Facade - Shadowroot Planks
appliedenergistics2:facade:0, Cable Facade - Dead Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Willow Planks
appliedenergistics2:facade:0, Cable Facade - Nightshroom Planks
appliedenergistics2:facade:0, Cable Facade - Dewshroom Planks
appliedenergistics2:facade:0, Cable Facade - Viridshroom Planks
appliedenergistics2:facade:0, Cable Facade - Shadowroot Crafting Table
appliedenergistics2:facade:0, Cable Facade - Suavis
appliedenergistics2:facade:0, Cable Facade - Darkstone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Dreadstone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone
appliedenergistics2:facade:0, Cable Facade - Coralium Stone
appliedenergistics2:facade:0, Cable Facade - §bEthaxium
appliedenergistics2:facade:0, Cable Facade - Omothol Stone
appliedenergistics2:facade:0, Cable Facade - Monolith Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone
appliedenergistics2:facade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Glowing Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Darkstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Chiseled Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Cracked Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - §3Block of Abyssalnite
appliedenergistics2:facade:0, Cable Facade - §bBlock of Refined Coralium
appliedenergistics2:facade:0, Cable Facade - §4Block of Dreadium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Ethaxium
appliedenergistics2:facade:0, Cable Facade - Coralium Infused Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Dreadlands Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreaded Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Dreadlands Grass
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Log
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Leaves
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dreadstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Coralium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Iron Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Gold Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Tin Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pearlescent Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Liquified Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Solid lava
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bChiseled Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bCracked Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Chiseled Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Cracked Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bDark Ethaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Fused Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Dreadlands Dirt
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Calcified Stone
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Quicksoil Glass
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Arcane Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Skyroot Crafting Table
appliedenergistics2:facade:0, Cable Facade - Block of Ambrosium
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Bee Hive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Wool (Dorset, Brown)
appliedenergistics2:facade:0, Cable Facade - Wool (Friesian, Black)
appliedenergistics2:facade:0, Cable Facade - Wool (Friesian, Brown)
appliedenergistics2:facade:0, Cable Facade - Wool (Jacob)
